row_num,nsn,mil_spec,nomenclature,tech_docs,solicitation,status,purchase_request,qty,issued,return_by
1,6640-01-681-0587,,WATER SAMPLING TEST,None,SPE2DH-26-T-5387,Open,7017570939,1,07-23-2026,07-29-2026
2,6640-01-492-5120,,"CASSETTE, FILTER",None,SPE2DH-26-T-5394,Open,7017575436,5,07-23-2026,07-29-2026
3,6640-01-492-5120,,"CASSETTE, FILTER",None,SPE2DH-26-T-5394,Open,7017575185,1,07-23-2026,07-29-2026
4,6640-00-500-0276,,"BOTTLE, SCREW CAP",None,SPE2DH-26-T-5396,Open,7017575437,1,07-23-2026,07-29-2026
5,6640-01-497-5789,,"CHIP, CHEMICAL, AMMON",None,SPE2DH-26-T-5398,Open,7017577157,2,07-23-2026,07-29-2026
6,6640-01-497-5789,,"CHIP, CHEMICAL, AMMON",None,SPE2DH-26-T-5398,Open,7017547711,1,07-23-2026,07-29-2026
7,6640-01-454-6834,,"CLOTH, LENS",None,SPE2DH-26-T-5401,Open,7017576500,1,07-23-2026,07-29-2026
8,6640-01-454-6834,,"CLOTH, LENS",None,SPE2DH-26-T-5401,Open,7017590458,1,07-23-2026,07-29-2026
9,6640-01-630-1887,,"WASH BOTTLE, LABORAT",None,SPE2DH-26-T-5402,Open,7017577601,1,07-23-2026,07-29-2026
10,6515-00-564-8242,,"APPLICATOR, DISPOSABLE",None,SPE2DS-26-T-259Q,Open,7017570636,1,07-23-2026,07-28-2026
11,6515-01-687-1199,,"THERMOMETER, CLINICAL, H",None,SPE2DS-26-T-259R,Open,7017570664,7,07-23-2026,07-28-2026
12,6515-01-608-7696,,"TEST LUNG, VENTILATOR",None,SPE2DS-26-T-259S,Open,7017570423,1,07-23-2026,07-28-2026
13,6515-01-500-5746,,"BAG, RECLOSABLE",None,SPE2DS-26-T-259T,Open,7017570638,15,07-23-2026,07-28-2026
14,6515-01-529-5293,,"SYRINGE, CATHETER TI",None,SPE2DS-26-T-259U,Open,7017570630,25,07-23-2026,07-28-2026
15,6515-01-572-8338,,"PLUG, EAR",None,SPE2DS-26-T-259V,Open,7017570499,25,07-23-2026,07-28-2026
16,6515-01-389-6158,,"TUBE, SUCTION, SURGICAL",None,SPE2DS-26-T-259W,Open,7017570631,7,07-23-2026,07-28-2026
17,6515-01-389-6158,,"TUBE, SUCTION, SURGICAL",None,SPE2DS-26-T-259W,Open,7017584420,1,07-23-2026,07-28-2026
18,6515-01-513-9276,,"RESUSCITATION KIT, MOUT",None,SPE2DS-26-T-259Y,Open,7017570635,1,07-23-2026,07-28-2026
19,6515-01-515-0197,,"GLOVE, PATIENT EXAMININ",None,SPE2DS-26-T-259Z,Open,7017583531,5,07-23-2026,07-28-2026
20,6515-01-515-0197,,"GLOVE, PATIENT EXAMININ",None,SPE2DS-26-T-259Z,Open,7017570535,5,07-23-2026,07-28-2026
21,6515-01-515-0197,,"GLOVE, PATIENT EXAMININ",None,SPE2DS-26-T-259Z,Open,7017578087,10,07-23-2026,07-28-2026
22,6515-01-156-2468,,"SPLINT, HAND",None,SPE2DS-26-T-260B,Open,7017589760,5,07-23-2026,07-28-2026
23,6515-01-610-7720,,"RESUSCITATOR, HAND OPER",None,SPE2DS-26-T-260C,Open,7017589708,1,07-23-2026,07-28-2026
24,6515-01-733-0824,,"TUBE, TRACHEAL",None,SPE2DS-26-T-260D,Open,7017589707,2,07-23-2026,07-28-2026
25,6515-01-590-2668,,"SHIELD, EYE, SURGICAL",None,SPE2DS-26-T-260F,Open,7017568918,4,07-23-2026,07-28-2026
26,6515-01-688-3936,,"FILTER, RESPERATOR, M",None,SPE2DS-26-T-260G,Open,7017566349,2,07-23-2026,07-28-2026
27,6515-01-688-3936,,"FILTER, RESPERATOR, M",None,SPE2DS-26-T-260G,Open,7017566328,2,07-23-2026,07-28-2026
28,6515-01-688-3936,,"FILTER, RESPERATOR, M",None,SPE2DS-26-T-260G,Open,7017568935,2,07-23-2026,07-28-2026
29,6515-01-728-2909,,"SENSOR, TEMPERATURE",None,SPE2DS-26-T-260J,Open,7017574644,1,07-23-2026,07-28-2026
30,6515-01-728-2909,,"SENSOR, TEMPERATURE",None,SPE2DS-26-T-260J,Open,7017574646,1,07-23-2026,07-28-2026
31,6515-01-728-2909,,"SENSOR, TEMPERATURE",None,SPE2DS-26-T-260J,Open,7017574645,1,07-23-2026,07-28-2026
32,6515-01-728-2909,,"SENSOR, TEMPERATURE",None,SPE2DS-26-T-260J,Open,7017574648,1,07-23-2026,07-28-2026
33,6515-01-728-2909,,"SENSOR, TEMPERATURE",None,SPE2DS-26-T-260J,Open,7017574647,1,07-23-2026,07-28-2026
34,6640-01-377-7202,,"FLASK, DEWAR",None,SPE2DS-26-T-260K,Open,7017571768,1,07-23-2026,07-28-2026
35,6515-01-354-3970,,"HOSE ASSEMBLY, OXYGEN",None,SPE2DS-26-T-260L,Open,7017575540,27,07-23-2026,07-28-2026
36,6515-01-614-4641,,"SPLINT, UNIVERSAL",None,SPE2DS-26-T-260P,Open,7017544754,10,07-23-2026,07-28-2026
37,6515-01-543-3209,,"COLLAR, EXTRICATION,",None,SPE2DS-26-T-260Q,Open,7017576475,1,07-23-2026,07-28-2026
38,6515-01-579-3275,,"INSERTION KIT, CHEST TU",None,SPE2DS-26-T-260R,Open,7017593951,10,07-23-2026,07-28-2026
39,6515-01-219-8567,,TRACHEOSTOMY CARE KIT,None,SPE2DS-26-T-260S,Open,7017577823,1,07-23-2026,07-28-2026
40,6515-01-646-5170,,"CABLE, INVASIVE BLOOD P",None,SPE2DS-26-T-260T,Open,7017577808,1,07-23-2026,07-28-2026
41,6515-01-722-3342,,"ADAPTER, OXYGEN FLOW",None,SPE2DS-26-T-260U,Open,7017577806,1,07-23-2026,07-28-2026
42,6515-01-256-5009,,"FORCEPS, THORACIC, GEMIN",None,SPE2DS-26-T-260V,Open,7017159679,2,07-23-2026,07-28-2026
43,6515-01-541-8147,,"SUPPORT, CERVICAL",None,SPE2DS-26-T-260X,Open,7017577805,1,07-23-2026,07-28-2026
44,6515-01-323-6531,,"ANESTHESIA SET, EPIDURA",None,SPE2DS-26-T-260Y,Open,7017577663,1,07-23-2026,07-28-2026
45,6515-01-323-6531,,"ANESTHESIA SET, EPIDURA",None,SPE2DS-26-T-260Y,Open,7017577639,1,07-23-2026,07-28-2026
46,6515-01-552-1481,,"CANNULA, NASAL, OXYGE",None,SPE2DS-26-T-260Z,Open,7017577661,1,07-23-2026,07-28-2026
47,6515-01-176-7576,,"HANDLE, SUCTION, SURGICA",None,SPE2DS-26-T-261B,Open,7017582791,1,07-23-2026,07-28-2026
48,6515-01-176-7576,,"HANDLE, SUCTION, SURGICA",None,SPE2DS-26-T-261B,Open,7017582785,1,07-23-2026,07-28-2026
49,6515-01-176-7576,,"HANDLE, SUCTION, SURGICA",None,SPE2DS-26-T-261B,Open,7017582787,1,07-23-2026,07-28-2026
50,6515-01-176-7576,,"HANDLE, SUCTION, SURGICA",None,SPE2DS-26-T-261B,Open,7017582788,1,07-23-2026,07-28-2026
51,6515-01-176-7576,,"HANDLE, SUCTION, SURGICA",None,SPE2DS-26-T-261B,Open,7017582783,1,07-23-2026,07-28-2026
52,6515-01-176-7576,,"HANDLE, SUCTION, SURGICA",None,SPE2DS-26-T-261B,Open,7017577774,1,07-23-2026,07-28-2026
53,6515-01-176-7576,,"HANDLE, SUCTION, SURGICA",None,SPE2DS-26-T-261B,Open,7017582786,1,07-23-2026,07-28-2026
54,6515-01-176-7576,,"HANDLE, SUCTION, SURGICA",None,SPE2DS-26-T-261B,Open,7017582784,1,07-23-2026,07-28-2026
55,6515-01-509-8638,,"BRACKET, JAR, UNIVERS",None,SPE2DS-26-T-261C,Open,7017577680,1,07-23-2026,07-28-2026
